zts1e	Nowy przedmiot
zts4625e	Karta tarota (Pustelnik) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Pustelnika).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4626e	Karta tarota (Œmieræ) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Œmieræ).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4627e	Karta tarota (Demon) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Demona).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4628e	Karta tarota (Wie¿a) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Wie¿a).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4629e	Karta tarota (Gwiazda) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Gwiazda).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4630e	Karta tarota (Ksiê¿yc) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (Ksiê¿yc).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4631e	Karta tarota (S³oñce) jest jeszcze zapieczêtowana i mo¿na j¹ przekazywaæ innym graczom.[n]Stosowanie:[n]Kliknij dwukrotnie, aby usun¹æ pieczêæ oraz otrzymaæ kartê tarota (S³oñce).[n]Wszystkie postacie mog¹ u¿ywaæ tego przedmiotu, niezale¿nie od swojego poziomu.[n][n]
zts4632e	Paczka zawieraj¹ca piêæ kart tarota. U¿ywaj¹c jej mo¿esz otrzymaæ piêæ zapieczêtowanych kart tarota.[n]Mo¿esz otrzymaæ piêæ spoœród nastêpuj¹cych kart:[n]G³upca, Maga, Mi³oœæ, Pustelnika, Œmieræ, Demona, Wie¿ê, Gwiazdê, Ksiê¿yc lub S³oñce.[n]Je¿eli u¿yjesz zapieczêtowanej karty tarota, otrzymasz jedn¹ kartê tarota jako przedmiot wyposa¿enia. Czas dzia³ania karty rozpoczyna siê zaraz po jej w³o¿eniu.[n][n]
zts4633e	Po zastosowaniu przedmiot ten przekszta³ca siê w magiczny skuter.[n]Prêdkoœæ ruchu roœnie jednakowo na ka¿dym pod³o¿u.[n]Je¿eli u¿yjesz innego przedmiotu w trakcie przekszta³cania, zostanie ono przerwane.[n]Nie jest mo¿liwe ¿adne dodatkowe zwiêkszenie prêdkoœci[n]Nie ma ograniczeñ poziomu.[n][n]
zts4634e	Przy u¿yciu przedmiot ten przekszta³ca siê w magiczny dywan.[n]Jest on szczególnie przydatny do szybszego poruszania siê w regionach pustynnych.[n]W pozosta³ych regionach bêdziesz tylko trochê szybszy.[n]Je¿eli u¿yjesz innego przedmiotu w trakcie przekszta³cania, zostanie ono przerwane.[n]Nie jest mo¿liwe ¿adne dodatkowe zwiêkszenie prêdkoœci[n]Mo¿na go u¿ywaæ od poziomu 70.[n][n]
zts4635e	Ciep³o s³oñca dodaje Ci si³, przez co wzrasta Twoja prêdkoœæ ruchu, PM oraz atak[n]Czas dzia³ania: zobacz w Info o przedmiotach[n]Czas dzia³ania rozpoczyna siê zaraz po u¿yciu.[n][n]
zts4636e	Prêdkoœæ zbierania punktów doœwiadczenia wzrasta o 100%.[n]Czas dzia³ania: 1 godzina [n][n]
zts4638e	Niebieski Mundur Marynarski (1 dzieñ)
zts4639e	Niebieski Mundur Marynarski (7 dni)
zts4640e	Niebieski Mundur Marynarski (30 dni)
zts4641e	Niebieski Mundur Marynarski (na sta³e)
zts4642e	Niebieski Mundur Majtka (1 dzieñ)
zts4643e	Niebieski Mundur Majtka (7 dni)
zts4644e	Niebieski Mundur Majtka (30 dni)
zts4645e	Niebieski Mundur Majtka (na sta³e)
zts4646e	Niebieska Czapka Marynarska (1 dzieñ)
zts4647e	Niebieska Czapka Marynarska (7 dni)
zts4648e	Niebieska Czapka Marynarska (30 dni)
zts4649e	Niebieska Czapka Marynarska (na sta³e)
zts4650e	Niebieska Czapka Majtka (1 dzieñ)
zts4651e	Niebieska Czapka Majtka (7 dni)
zts4652e	Niebieska Czapka Majtka (30 dni)
zts4653e	Niebieska Czapka Majtka (na sta³e)
zts4657e	Zwój Kostiumu Halloween
zts4658e	Za pomoc¹ tego przedmiotu mo¿esz przemieniæ siê w potwora godnego Halloween. Po zakoñczonej przemianie Twoja rola bêdzie wyczerpana.[n]Oto potwory, w które mo¿esz siê przemieniæ:[n]Wojownik Yak[n]Mroczna Ksiê¿niczka Catrisha[n]Szczypi¹cy Oprawca[n]£ami¹cy ko³em Oprawca[n]Stalowy Oprawca[n]Przemiana powrotna:[n]Je¿eli po przemianie ponownie u¿yjesz przedmiotu przemiany, zostaniesz przemieniony z powrotem nie zu¿ywaj¹c przedmiotu.[n]Nawet, jeœli umrzesz lub wylogujesz siê po przemianie, zostaniesz przemieniony z powrotem.[n]Przedmiot eventu: po zakoñczeniu eventu przedmiot zniknie[n][n]
zts4659e	Czarna ksiêga przemiany Halloween
zts4660e	Za pomoc¹ tego przedmiotu mo¿esz przemieniæ siê w potwora godnego Halloween. Po zakoñczonej przemianie Twoja rola bêdzie wyczerpana.[n]Oto potwory, w które mo¿esz siê przemieniæ:[n]Wojownik Yak[n]Mroczna Ksiê¿niczka Catrisha[n]Szczypi¹cy Oprawca[n]£ami¹cy ko³em Oprawca[n]Stalowy Oprawca[n]Przemiana powrotna:[n]Je¿eli po przemianie ponownie u¿yjesz przedmiotu przemiany, zostaniesz przemieniony z powrotem nie zu¿ywaj¹c przedmiotu.[n]Nawet, jeœli umrzesz lub wylogujesz siê po przemianie, zostaniesz przemieniony z powrotem.[n]Przedmiot eventu: po zakoñczeniu eventu przedmiot zniknie[n][n]
zts4661e	Zwój Kostiumu Halloween (event)
zts4662e	Za pomoc¹ tego przedmiotu mo¿esz przemieniæ siê w potwora godnego Halloween. Po zakoñczonej przemianie Twoja rola bêdzie wyczerpana.[n]Oto potwory, w które mo¿esz siê przemieniæ:[n]Wojownik Yak[n]Mroczna Ksiê¿niczka Catrisha[n]Szczypi¹cy Oprawca[n]£ami¹cy ko³em Oprawca[n]Stalowy Oprawca[n]Przemiana powrotna:[n]Je¿eli po przemianie ponownie u¿yjesz przedmiotu przemiany, zostaniesz przemieniony z powrotem nie zu¿ywaj¹c przedmiotu.[n]Nawet, jeœli umrzesz lub wylogujesz siê po przemianie, zostaniesz przemieniony z powrotem.[n]Przedmiot eventu: po zakoñczeniu eventu przedmiot zniknie[n][n]
zts4663e	Pieczêæ Rajdu Halloween
zts4664e	Przez tajemne wejœcie do rajdu mo¿esz rozpocz¹æ rajd Halloween[n]Wymagany poziom: 20 - 99[n][Sposób u¿ycia] Gracz staje siê liderem zespo³u. [n] Gdy zostaniesz liderem zespo³u, wybierz wspó³gracza[n] i u¿yj przycisku 'Zaproszenie'. Po dokonaniu wszystkich przygotowañ przejdŸ do wejœcia do rajdu. [n] Gdy lider zespo³u do³¹czy do rajdu, [n] wszyscy wspó³gracze przy³¹cz¹ siê automatycznie. [n] [Ostrze¿enie] Postacie z poziomem wy¿szym ni¿ zalecany [n] mog¹ wprawdzie uczestniczyæ w rajdzie, jednak zostan¹ ukarane. [n] (¯ycie siê nie zwiêksza, brak Skrzyñ skarbów, nawet w przypadku sukcesu) [n][n][n]Przedmiot eventu:[n]Ten przedmiot zniknie wraz z zakoñczeniem eventu.[n][n]
zts4665e	Torba ze s³odyczami Halloween
zts4666e	Otrzymasz tê torbê, jeœli pójdziesz do NPC znajduj¹cych siê w wioskach i powiesz "Cukierek albo psikus!".[n]Mo¿esz je zebraæ i wymieniæ u Hamakunga na prezenty Halloween.[n]Przedmiot eventu:[n]Ten przedmiot zniknie wraz z zakoñczeniem eventu.[n][n]
zts4667e	Drogowskaz na Halloween
zts4668e	Mo¿esz ustawiæ drogowskaz, aby przez 30 minut inni gracze mogli wchodziæ do Twojego MiniLandu.[n]Drogowskaz wygl¹da jak dynia Jack O´Lantern.[n][n]
zts4669e	Upiorna Skrzynia Halloween
zts4670e	W skrzyni ukrytych jest wiele ró¿nych przedmiotów.[n]Przedmiot eventu:[n]Ten przedmiot zniknie wraz z zakoñczeniem Eventu.[n][n]
zts4671e	Skrzynia skarbów Jack O´Lantern
zts4672e	Skrzynia zawieraj¹ca przydatne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]30x Zwój Kostiumu Halloween[n]1x Per³ê z Krzakogonem Dyni[n]20x Drogowskaz Halloween[n]3x B³ogos³awieñstwo Ancelloan[n]3x Karty Tarota[n] Jako ciekawostkê dodano równie¿ antyczn¹ Skrzyniê szczêœcia.[n][n]
zts4673e	U¿ycie tego przedmiotu przywraca gracza i jego NosKumpla.[n][n]Ten przedmiot znika po zakoñczeniu eventu.[n]
zts4674e	Gdy u¿yjesz tego przedmiotu, ow³adnie Tob¹ œmiertelny strach.[n] Celnoœæ wzrasta o 150, wszystkie rodzaje ataku równie¿ o 150[n]Wymagany poziom: 1.[n]Czas dzia³ania: 3 godziny[n]Czas dzia³ania rozpoczyna siê zaraz po u¿yciu.[n][n]
zts4693e	Plecak Poszukiwacza Przygód (10 dni) (event)
zts4695e	Plecak partnera (10 dni, event)
zts4697e	Koszyk zwierz¹tka (10 dni, event)
zts4700e	Podczas u¿ywania tego przedmiotu poczujesz ogieñ mi³oœci, który zwiêkszy Twoje P¯, PM i atak.[n]Czas dzia³ania: zobacz info o przedmiocie[n]Czas dzia³ania rozpoczyna siê zaraz po u¿yciu[n][n]
zts4701e	Per³a dyniowego Krzakogona
zts4702e	Skrzynia Skarbów Halloweenu
zts4703e	Pieczêæ Jacka O'Lanterna
zts4704e	Za pomoc¹ Jack O'Lantern, znajduj¹cego siê w pó³nocno-zachodniej czêœci Nosville mo¿na rozpocz¹æ rajd[n]Zalecany poziom: 20 -99[n][Sposób u¿ycia] Gracz staje siê liderem zespo³u. [n] Gdy zostaniesz liderem zespo³u, wybierz wspó³gracza[n] i u¿yj przycisku 'Zaproszenie'. Po dokonaniu wszystkich przygotowañ przejdŸ do wejœcia do rajdu. [n] Gdy lider zespo³u do³¹czy do rajdu, [n] wszyscy wspó³gracze przy³¹cz¹ siê automatycznie. [n] [Ostrze¿enie] Postacie z poziomem wy¿szym ni¿ zalecany [n] mog¹ wprawdzie uczestniczyæ w rajdzie, jednak zostan¹ ukarane. [n] (¯ycie siê nie zwiêksza, brak Skrzyñ skarbów, nawet w przypadku sukcesu) [n][n]Przedmiot eventu:[n]Ten przedmiot zniknie wraz z zakoñczeniem eventu.[n][n]
zts4705e	Skrzynia zawieraj¹ca przydatne przedmioty.[n]Zawiera upiorn¹ skrzyniê Halloween oraz Skrzyniê szczêœcia.[n]
zts4706e	Podczas u¿ywania tego przedmiotu poczujesz ogieñ mi³oœci, przez co zwiêksz¹ siê Twoje P¯, PM i atak.[n]Czas dzia³ania: zobacz w Info o przedmiotach[n]Czas dzia³ania rozpoczyna siê zaraz po u¿yciu[n][n]
zts4707e	Przy u¿yciu przedmiot ten przekszta³ca siê w magiczny dywan.[n]Jest on szczególnie przydatny do szybszego poruszania siê w regionach pustynnych.[n]Je¿eli u¿yjesz innego przedmiotu w trakcie przekszta³cania, zostanie ono przerwane.[n]Nie ma ograniczeñ poziomu[n][n]
zts4710e	Skrzynia, w której znajduje siê magiczny skuter.[n]Uwaga:[n]Po wyjêciu skutra ze skrzyni nie mo¿na jej ju¿ sprzedaæ.[n][n]
zts4711e	Skrzynia magicznego dywanu
zts4712e	Skrzynia zawieraj¹ca magiczny dywan.[n]Uwaga:[n]Po wyjêciu magicznego dywanu ze skrzyni nie mo¿na go ju¿ sprzedaæ.[n][n]
zts4760e	Pegaz
zts4761e	Zapieczêtowany Pojemnik
zts4762e	Zapieczêtowany pojemnik, w którym uwiêzione s¹ potwory. [n][n]Mo¿esz go otworzyæ i uwolniæ potwory w wiosce, w szczerym polu lub w swoim Mini-landzie. Jeœli bêdziesz polowa³ na te kreatury to zdobêdziesz du¿o punktów doœwiadczenia, a mo¿e nawet otrzymasz zapieczêtowane skrzynie. [n][n]Uwaga:[n][n]Stworzone w Mini-landzie potwory znikn¹, jak nikogo w nim nie bêdzie.[n][n]Przedmiot eventu[n][n]Przedmiot ten znika, jeœli zakoñczy siê event.[n][n]
zts4763e	Zapieczêtowany Pojemnik (event)
zts4764e	Zapieczêtowany pojemnik, w którym uwiêzione s¹ potwory.[n][n]Mo¿esz go otworzyæ i uwolniæ potwory w wiosce, w szczerym polu lub w swoim Mini-landzie. Jeœli bêdziesz polowa³ na te kreatury to zdobêdziesz du¿o punktów doœwiadczenia, a mo¿e nawet otrzymasz zapieczêtowane skrzynie. [n][n]Uwaga:[n][n]Stworzone w Mini-landzie potwory znikn¹, jak nikogo w nim nie bêdzie.[n][n]Przedmiot eventu[n][n]Przedmiot ten znika, jeœli zakoñczy siê event.[n][n]
zts4765e	Zwój Kostiumu Lodowego
zts4766e	Przy pomocy zwoju mo¿esz zamieniæ siê w potwora z Glacernon, co znakomicie pasuje do tej pory roku. Jeœli uda ci siê zmieniæ w potwora, to zu¿yjesz przy tym ca³¹ si³ê zwoju.[n]Przemiana powrotna:[n]U¿yj zwoju ponownie, aby przybraæ pierwotn¹ postaæ.[n]Jeœli zginiesz lub wylogujesz siê z gry, przybierzesz automatycznie pierwotn¹ formê.[n][n]
zts4767e	Zwój Kostiumu Lodowego (event)
zts4768e	Przy pomocy zwoju mo¿esz zamieniæ siê w potwora z Glacernon, co znakomicie pasuje do tej pory roku. Jeœli uda ci siê zmieniæ w potwora, to zu¿yjesz przy tym ca³¹ si³ê zwoju.[n]Przemiana powrotna:[n]U¿yj zwoju ponownie, aby przybraæ pierwotn¹ postaæ.[n]Jeœli zginiesz lub wylogujesz siê z gry, przybierzesz automatycznie pierwotn¹ formê.[n][n]
zts4769e	Skrzynia NosMarketu, w której znajduj¹ siê przedmioty.[n][n]
zts4770e	Noworoczna Skrzynia Skarbów
zts4771e	Skrzynia NosMarketu, w której znajduj¹ siê przedmioty.[n][n]Jeœli otworzysz skrzyniê otrzymasz nastêpuj¹ce przedmioty:[n]1x Per³ê Pegaza[n]1x Œwi¹teczn¹ Per³ê Krzakogona[n]50x Zapieczêtowany Pojemnik[n]30x Zwój Kostiumu Lodowego[n]8x B³ogos³awieñstw Ancelloan[n][n]
zts4774e	Zapieczêtowana Skrzynia Skarbów
zts4775e	Skrzynia, któr¹ mo¿esz otrzymaæ od potworów zapieczêtowanego pojemnika.[n]Prawdopodobnie otrzymasz bardzo rzadki przedmiot.[n][n]
zts4776e	Ma³y prezent gwiazdkowy
zts4777e	Specjalny prezent od Œwiêtego Miko³aja.[n]Jeœli otworzysz skrzyniê, otrzymasz wiele przeró¿nych prezentów.[n]Uwaga: Po zakoñczeniu eventu skrzynia znika.[n][n]
zts4778e	Du¿y prezent gwiazdkowy
zts4779e	Specjalny prezent od Œwiêtego Miko³aja.[n]Jeœli otworzysz skrzyniê, otrzymasz wiele przeró¿nych prezentów.[n]Uwaga: Po zakoñczeniu eventu skrzynia znika.[n][n]
zts4780e	Z³ota Skrzynia Noworoczna
zts4781e	Z³ota Skrzynia Noworoczna[n]Jeœli otworzysz skrzyniê, otrzymasz wiele przeró¿nych prezentów.[n]Uwaga: Po zakoñczeniu eventu skrzynia znika.[n][n]
zts4786e	Niebieski Klejnot
zts4787e	Zielony Klejnot
zts4788e	¯ó³ty Klejnot
zts4791e	Zapieczêtowany pojemnik, w którym uwiêzione s¹ potwory.[n][n]Mo¿esz go otworzyæ i w ten sposób uwolniæ potwory nie tylko w wiosce, w szczerym polu, ale tak¿e w swoim Mini-landzie. Jeœli bêdziesz polowa³ na te kreatury to zdobêdziesz du¿o punktów doœwiadczenia, a mo¿e nawet otrzymasz zapieczêtowane skrzynie. [n][n]Uwaga:[n][n]Stworzone w Mini-landzie potwory znikn¹, jak nikogo w nim nie bêdzie.[n][n]Przedmiot eventu[n][n]Przedmiot ten znika, jeœli zakoñczy siê event.[n][n]
zts4792e	Przy pomocy zwoju mo¿esz zamieniæ siê w potwora z Glacernon, co znakomicie pasuje do tej pory roku. Jeœli uda ci siê zmieniæ w potwora, to zu¿yjesz przy tym ca³¹ si³ê zwoju.[n]Przemiana powrotna:[n]U¿yj zwoju ponownie, aby przybraæ pierwotn¹ postaæ.[n]Jeœli zginiesz lub wylogujesz siê z gry, przybierzesz automatycznie pierwotn¹ formê.[n][n]
zts4793e	Przy pomocy zwoju mo¿esz zamieniæ siê w potwora z Glacernon, co znakomicie pasuje do tej pory roku. Jeœli uda ci siê zmieniæ w potwora, to zu¿yjesz przy tym ca³¹ si³ê zwoju.[n]Przemiana powrotna:[n]U¿yj zwoju ponownie, aby przybraæ pierwotn¹ postaæ.[n]Jeœli zginiesz lub wylogujesz siê z gry, przybierzesz automatycznie pierwotn¹ formê.[n][n]
zts4794e	Skrzynia, któr¹ mo¿esz otrzymaæ od potworów zapieczêtowanego pojemnika.[n]Prawdopodobnie otrzymasz bardzo rzadki przedmiot.[n][n]
zts4822e	Dziêki niemu staniesz siê postrachem NosTale.[n]Zwiêksza szanse trafienia o 150, si³a ataku wzrasta równie¿ o 150.[n]Poziom: 1[n]Czas trwania: 3 godziny od chwili pierwszego u¿ycia.[n][n]
zts4827e	Jest to pude³ko z prezentami, które nale¿a³o kiedyœ do Lady Calvina.[n]Po otworzeniu mo¿esz otrzymaæ sekretny przedmiot Lady Calvina.[n]
zts4829e	Przedmiot eventu[n]Przedmiot znika, po zakoñczeniu eventu.[n][n]
zts4830e	Przedmiot z okazji Walentynek.[n]Jeœli chcia³by komuœ wyznaæ swoj¹ mi³oœæ, to mo¿esz to zrobiæ u¿ywaj¹c tego przedmiotu.[n] Jeœli dana osoba otrzyma wiêcej ni¿ jedno wyznanie mi³osne (4 lub 10 razy), to w ten sposób uzyska jeszcze silniejszy buff.[n]Pamiêtaj:Mo¿esz tylko 3 razy na dzieñ wyznaæ komuœ mi³oœæ.[n]Przedmiot znika, po zakoñczeniu eventu.[n][n]
zts4832e	Magiczny Bia³y Tygrys
zts4833e	Tym przedmiotem przywo³ujesz Magicznego Bia³ego Tygrysa.[n]Dziêki niemu mo¿esz siê szybciej poruszaæ w Glacernon.[n]Po ponownym u¿yciu tego przedmiotu Bia³y Tygrys znika.[n]Nie ma ograniczeñ poziomu[n][n]
zts4834e	Skrzynia Magicznego Bia³ego Tygrysa
zts4835e	Skrzynia, w której ukryty jest Magiczny Bia³y Tygrys.[n]Gdy raz wyjmiesz przedmiot ze skrzyni, nie bêdziesz móg³ jej ju¿ sprzedaæ.
zts4836e	P¯ oraz PM bêd¹ uzupe³niane.[n]Przedmiot znika, po zakoñczeniu eventu.[n]
zts4837e	Przedmiot eventu[n]Przedmiot znika, po zakoñczeniu eventu.[n][n]
zts4838e	Przedmiot z okazji Walentynek.[n]Jeœli chcia³by komuœ wyznaæ swoj¹ mi³oœæ, to mo¿esz to zrobiæ u¿ywaj¹c tego przedmiotu.[n] Jeœli dana osoba otrzyma wiêcej ni¿ jedno wyznanie mi³osne (4 lub 10 razy), to w ten sposób uzyska jeszcze silniejszy buff.[n]Pamiêtaj:Mo¿esz tylko 3 razy na dzieñ wyznaæ komuœ mi³oœæ.[n]Przedmiot znika, po zakoñczeniu eventu.[n][n]
zts4839e	Przedmiot z okazji Walentynek.[n]Jeœli chcia³by komuœ wyznaæ swoj¹ mi³oœæ, to mo¿esz to zrobiæ u¿ywaj¹c tego przedmiotu.[n] Jeœli dana osoba otrzyma wiêcej ni¿ jedno wyznanie mi³osne (4 lub 10 razy), to w ten sposób uzyska jeszcze silniejszy buff.[n]Pamiêtaj:Mo¿esz tylko 3 razy na dzieñ wyznaæ komuœ mi³oœæ.[n]Przedmiot znika, po zakoñczeniu eventu.[n][n]
zts4843e	W tej skrzyni znajduj¹ siê nastêpuj¹ce przedmioty, dostêpne w NosMarkecie:[n]1x Skrzynia Magicznego Bia³ego Tygrysa[n]10x Skrzyd³o przyjaŸni[n]30x G³oœnik[n]1x Karty Tarota[n]jak i specjalna antyczna Skrzynia szczêœcia.[n][n]
zts4900e	Klasyczny Kostium Krzakogona (na sta³e)
zts4903e	Klasyczny Kapelusz Krzakogona (na sta³e)
zts4924e	Ubranie œlubne (3 dni)
zts4925e	W zale¿noœci od p³ci postaci mo¿na nabyæ ró¿ne ubrania. Mêskie postacie mog¹ nabyæ smoking a ¿eñskie sukniê œlubn¹.[n]Dostêpny czas noszenia smokingu lub sukni, rozpocznie siê po za³o¿eniu ubrania.[n]
zts4926e	Ubranie œlubne (7 dni)
zts4927e	Ubranie œlubne (30 dni)
zts4928e	Ubranie œlubne (na sta³e)
zts4929e	Fryzura Weselna (3 dni)
zts4930e	W zale¿noœci od p³ci postaci otrzymaj¹ mêskie postacie fryzurê weseln¹ a ¿eñskie welon œlubny.[n]Po za³o¿eniu rozpoczyna siê dostêpny czas u¿ywania.[n]
zts4931e	Fryzura Weselna (7 dni)
zts4932e	Fryzura Weselna (30 dni)
zts4933e	Fryzura Weselna (na sta³e)
zts4934e	Strza³a Amora
zts4936e	List Rozwodowy
zts4937e	Aby rozstaæ siê z partnerem, wystarczy u¿yæ listu po¿egnalnego.[n] Wystarczy jeœli tylko jeden z partnerów go u¿yje.
zts4938e	Pojedynczy sztuczny ogieñ
zts4939e	Sztuczny ogieñ, który mo¿na tylko jeden raz wystrzeliæ.[n]U¿yj go aby zrobiæ pokaz sztucznych ogni.[n][n]
zts4940e	Podwójne sztuczne ognie
zts4941e	Sztuczne ognie, które mo¿na wystrzeliæ wiêcej razy.[n]U¿yj ich aby zrobiæ widowiskowy pokaz sztucznych ogni.[n][n]
zts4942e	Sztuczne ognie - Fontanna (niebieskie)
zts4943e	Sztuczne ognie o kszta³cie fontanny, które b³yszcz¹ siê jasnoniebieskim kolorem.[n] Sztuczne ognie ³adnie migocz¹.[n][n]
zts4944e	Sztuczne ognie - Fontanna (¿ó³te)
zts4945e	Sztuczne ognie o kszta³cie fontanny, które b³yszcz¹ siê ¿ó³tym kolorem.[n]
zts4946e	Sztuczne ognie - Serce (niebieskie)
zts4947e	Sztuczne ognie o kszta³cie serca, które rozb³yskuj¹ jasnoniebieskim kolorem.[n]U¿yj ich aby zrobiæ pokaz sztucznych ogni.[n][n]
zts4948e	Sztuczne ognie - Serce (czerwone)
zts4949e	Sztuczne ognie o kszta³cie serca, które rozb³yskuj¹ jasnoczerwonym kolorem.[n]U¿yj ich aby zrobiæ pokaz sztucznych ogni.[n][n]
zts4950e	[n][Wyt³umaczenie][n] Strza³y Amora. Wybierz postaæ, któr¹ chcesz poœlubiæ. [n][Efekt][n]Jeœli razem ze swoim partnerem bêdziesz znajdowa³ siê w grupie i bêdziecie razem polowaæ na potwory, ka¿dy z was otrzyma 5% wiêcej doœwiadczenia.[n]Nie musisz u¿ywaæ skrzyde³ przyjaŸni, aby udaæ siê do swojego partnera.[n][Uwaga][n]Przedmiot zostanie zu¿yty, nawet jeœli wybrana postaæ nie przyjmie twoich oœwiadczyn.
zts4960e	Wyj¹tkowy pakiet na twoje wesele![n] Jeœli go otworzysz otrzymasz nastêpuj¹ce przedmioty:[n][Lista przedmiotów]1 Strza³a Amora[n]2 Kostiumy Weselne (7 dni)[n]2 Fryzury Weselne (7 dni)[n]10 Podwójnych Sztucznych Ogni[n]10 Sztucznych Ogni - Fontann (¿ó³te)[n]10 Sztucznych Ogni - Serc (czerwone)[n][Uwaga][n] Kostiumy Weselne oraz Fryzury zostan¹ automatycznie dopasowane do p³ci postaci.
zts4962e	Sztuczne ognie, które mo¿na wystrzeliæ wiêcej razy.[n]U¿yj ich aby zrobiæ widowiskowy pokaz sztucznych ogni.[n][n]
zts4963e	Sztuczne ognie o kszta³cie fontanny, które rozb³yskuj¹ jasno¿ó³tym kolorem.[n]U¿yj ich aby zrobiæ pokaz sztucznych ogni.[n][n]
zts4968e	Pude³ko sportowe
zts4969e	Po otworzeniu pude³ka mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów. [n] [Przedmioty, które mo¿esz otrzymaæ] [n] He³m Rycerza [n] Maska Rycerza [n] Medal Specjalisty [n] Per³ê Pi³karskiego Krzakogona [n] Per³ê Sêdziego Krzakogona [n]Per³ê Boksera Krzakogona [n] Specjalny Pokarm dla Zwierzaka [n] Zwój Ochrony Wyposa¿enia [n] Wodê ródlan¹ z Cylloan [n] Du¿y Specjalny Eliksir [n] Zwój Zniesienia [n]
zts4976e	Pi³karz Krzakogon
zts4982e	Sêdzia Krzakogon
zts4984e	Przedmiot na eventy.[n]U¿ywaj¹c go otrzymasz 10% wiêcej Punktów Doœwiadczenia przez 50 minut.[n]Przedmiot ten mo¿esz otrzymañ tylko raz dziennie.[n]Uwaga: Przedmiot znika po zakoñczeniu eventu.[n]
zts4989e	Przeniesie ciê do wioski.[n]Mo¿esz sam zdecydowaæ, czy zapisaæ aktualn¹ pozycjê, by po u¿yciu Amuletu Powrotu wróciæ do tego miejsca.[n]
zts4990e	Przeniesie ciê z powrotem do wioski.[n]Mo¿esz sam zdecydowaæ, czy zapisaæ aktualn¹ pozycjê, by po u¿yciu Amuletu Powrotu wróciæ do tego miejsca.[n][Ograniczenia][n]Mo¿esz u¿ywaæ tylko na obszarach pustynnych.[n]Powracasz do wioski, któr¹ wybra³eœ w regionie pustynnym.[n]
zts4992e	Kryszta³owa Szata
zts4993e	Szata ozdobiona kryszta³ami i posiadaj¹ca moc Œwiat³a[n]
zts4994e	Kryszta³owa Tunika
zts4995e	Skórzana zbroja ozdobiona kryszta³ami i posiadaj¹ca moc Œwiat³a[n]
zts4996e	Kryszta³owa Zbroja
